,winner,loser,court,Type,set1.1,set1.2,set2.1,set2.2,set3.1,set3.2
2308,Milos Raonic,Mikhail Youzhny,Outdoor,Grass,3,6,7,6,6,4
2309,Marin Cilic,Florian Mayer,Outdoor,Grass,7,6,6,4,7,5
2310,Dominic Thiem,Gilles Simon,Outdoor,Grass,5,7,6,4,6,2
2311,Kei Nishikori,Sergiy Stakhovsky,Outdoor,Grass,6,4,6,7,6,1
2312,Alexander Zverev,Frances Tiafoe,Outdoor,Grass,6,3,6,4,6,3
2313,Tomas Berdych,Ryan Harrison,Outdoor,Grass,6,4,6,3,6,7
2314,Jo-Wilfried Tsonga,Simone Bolelli,Outdoor,Grass,6,1,7,5,6,2
2315,Grigor Dimitrov,Marcos Baghdatis,Outdoor,Grass,6,3,6,2,6,1
2316,Jerzy Janowicz,Lucas Pouille,Outdoor,Grass,7,6,7,6,3,6
2317,Gael Monfils,Kyle Edmund,Outdoor,Grass,7,6,6,4,6,4
2318,Gilles Muller,Lukas Rosol,Outdoor,Grass,7,5,6,7,4,6
2319,Sebastian Ofner,Jack Sock,Outdoor,Grass,6,3,6,4,3,6
2320,Roberto Bautista Agut,Peter Gojowczyk,Outdoor,Grass,6,2,6,1,3,6
2321,Dudi Sela,John Isner,Outdoor,Grass,6,7,7,6,5,7
2322,Sam Querrey,Nikoloz Basilashvili,Outdoor,Grass,6,4,4,6,6,3
2323,Albert Ramos-Vinolas,Andrey Rublev,Outdoor,Grass,7,5,6,7,4,6
2324,Steve Johnson,Radu Albot,Outdoor,Grass,6,3,6,3,4,6
2325,Mischa Zverev,Mikhail Kukushkin,Outdoor,Grass,6,1,6,2,2,6
2326,Fabio Fognini,Jiri Vesely,Outdoor,Grass,7,6,6,4,6,2
2327,Ernests Gulbis,Juan Martin del Potro,Outdoor,Grass,6,4,6,4,7,6
2328,Karen Khachanov,Thiago Monteiro,Outdoor,Grass,3,6,7,6,7,6
2329,Jared Donaldson,Paolo Lorenzi,Outdoor,Grass,6,4,7,6,6,7
2330,Kevin Anderson,Andreas Seppi,Outdoor,Grass,6,3,7,6,6,3
2331,Aljaz Bedene,Damir Dzumhur,Outdoor,Grass,6,3,3,6,6,3
2332,Ruben Bemelmans,Daniil Medvedev,Outdoor,Grass,6,4,6,2,3,6
2333,David Ferrer,Steve Darcis,Outdoor,Grass,3,0,(,R,0,0
2334,Adrian Mannarino,Yuichi Sugita,Outdoor,Grass,6,1,5,7,4,6
2335,Benoit Paire,Pierre-Hugues Herbert,Outdoor,Grass,7,6,6,1,6,4
2336,Andy Murray,Alexander Bublik,Outdoor,Grass,6,1,6,4,6,2
2337,Novak Djokovic,Martin Klizan,Outdoor,Grass,6,3,2,0,(,R
2338,Roger Federer,Alexandr Dolgopolov,Outdoor,Grass,6,3,3,0,(,R
2339,Rafael Nadal,John Millman,Outdoor,Grass,6,1,6,3,6,2
2340,Daniil Medvedev,Stan Wawrinka,Outdoor,Grass,6,4,3,6,6,4
2341,Milos Raonic,Jan-Lennard Struff,Outdoor,Grass,7,6,6,2,7,6
2342,Marin Cilic,Philipp Kohlschreiber,Outdoor,Grass,6,4,6,2,6,3
2343,Dominic Thiem,Vasek Pospisil,Outdoor,Grass,6,4,6,4,6,3
2344,Kei Nishikori,Marco Cecchinato,Outdoor,Grass,6,2,6,2,6,0
2345,Alexander Zverev,Evgeny Donskoy,Outdoor,Grass,6,4,7,6,6,3
2346,Tomas Berdych,Jeremy Chardy,Outdoor,Grass,6,3,3,6,7,6
2347,Jo-Wilfried Tsonga,Cameron Norrie,Outdoor,Grass,6,3,6,2,6,2
2348,Grigor Dimitrov,Diego Schwartzman,Outdoor,Grass,7,6,6,2,6,2
2349,Lucas Pouille,Malek Jaziri,Outdoor,Grass,6,7,6,4,6,4
2350,Gael Monfils,Daniel Brands,Outdoor,Grass,6,3,7,5,6,4
2351,Gilles Muller,Marton Fucsovics,Outdoor,Grass,7,5,6,4,6,2
2352,Jack Sock,Christian Garin,Outdoor,Grass,6,3,4,6,7,6
2353,Roberto Bautista Agut,Andreas Haider-Maurer,Outdoor,Grass,6,3,6,1,6,2
2354,Adrian Mannarino,Feliciano Lopez,Outdoor,Grass,5,7,6,1,6,1
2355,Pierre-Hugues Herbert,Nick Kyrgios,Outdoor,Grass,6,3,6,4,(,R
2356,Aljaz Bedene,Ivo Karlovic,Outdoor,Grass,6,7,7,6,6,7
2357,David Ferrer,Richard Gasquet,Outdoor,Grass,6,3,6,4,5,7
2358,John Isner,Taylor Fritz,Outdoor,Grass,6,4,7,6,6,3
2359,Sam Querrey,Thomas Fabbiano,Outdoor,Grass,7,6,7,5,6,2
2360,Albert Ramos-Vinolas,Jordan Thompson,Outdoor,Grass,6,4,6,4,7,6
2361,Steve Johnson,Nicolas Kicker,Outdoor,Grass,6,4,7,5,6,3
2362,Mischa Zverev,Bernard Tomic,Outdoor,Grass,6,4,6,3,6,4
2363,Fabio Fognini,Dmitry Tursunov,Outdoor,Grass,6,1,6,3,6,3
2364,Juan Martin del Potro,Thanasi Kokkinakis,Outdoor,Grass,6,3,3,6,7,6
2365,Karen Khachanov,Andrey Kuznetsov,Outdoor,Grass,7,6,2,6,6,3
2366,Kevin Anderson,Fernando Verdasco,Outdoor,Grass,2,6,7,6,7,6
2367,Paolo Lorenzi,Horacio Zeballos,Outdoor,Grass,7,6,4,6,7,6
2368,Radu Albot,Facundo Bagnis,Outdoor,Grass,4,6,6,4,7,6
2369,Marcos Baghdatis,James Ward,Outdoor,Grass,6,4,6,4,6,3
2370,Nikoloz Basilashvili,Carlos Berlocq,Outdoor,Grass,6,4,7,6,6,1
2371,Ruben Bemelmans,Tommy Haas,Outdoor,Grass,6,2,3,6,6,3
2372,Simone Bolelli,Yen-Hsun Lu,Outdoor,Grass,6,3,1,6,6,3
2373,Dustin Brown,Joao Sousa,Outdoor,Grass,3,6,7,6,6,4
2374,Steve Darcis,Ricardas Berankis,Outdoor,Grass,4,6,6,3,2,6
2375,Jared Donaldson,Janko Tipsarevic,Outdoor,Grass,5,0,(,R,0,0
2376,Damir Dzumhur,Renzo Olivo,Outdoor,Grass,6,2,6,0,6,1
2377,Kyle Edmund,Alexander Ward,Outdoor,Grass,4,6,6,3,6,2
2378,Peter Gojowczyk,Marius Copil,Outdoor,Grass,7,6,2,6,6,3
2379,Ernests Gulbis,Victor Estrella Burgos,Outdoor,Grass,6,1,6,1,6,2
2380,Ryan Harrison,Borna Coric,Outdoor,Grass,7,6,6,4,7,6
2381,Jerzy Janowicz,Denis Shapovalov,Outdoor,Grass,6,4,3,6,6,3
2382,Mikhail Kukushkin,Taro Daniel,Outdoor,Grass,4,6,6,4,7,6
2383,Dusan Lajovic,Stefanos Tsitsipas,Outdoor,Grass,6,4,6,4,6,4
2384,Florian Mayer,Viktor Troicki,Outdoor,Grass,6,1,(,R,0,0
2385,Thiago Monteiro,Andrew Whittington,Outdoor,Grass,4,6,6,3,7,6
2386,Sebastian Ofner,Thomaz Bellucci,Outdoor,Grass,6,2,6,3,6,2
2387,Benoit Paire,Rogerio Dutra Silva,Outdoor,Grass,6,4,3,6,7,6
2388,Adam Pavlasek,Ernesto Escobedo,Outdoor,Grass,6,7,6,1,6,3
2389,Lukas Rosol,Henri Laaksonen,Outdoor,Grass,4,6,7,5,6,3
2390,Andrey Rublev,Stefano Travaglia,Outdoor,Grass,6,7,6,3,7,5
2391,Dudi Sela,Marcel Granollers,Outdoor,Grass,4,6,6,3,1,6
2392,Andreas Seppi,Norbert Gombos,Outdoor,Grass,6,2,3,6,6,2
2393,Gilles Simon,Nicolas Jarry,Outdoor,Grass,7,6,6,3,6,3
2394,Sergiy Stakhovsky,Julien Benneteau,Outdoor,Grass,6,3,7,6,2,6
2395,Yuichi Sugita,Brydan Klein,Outdoor,Grass,7,6,6,3,6,0
2396,Frances Tiafoe,Robin Haase,Outdoor,Grass,6,3,3,6,7,6
2397,Jiri Vesely,Illya Marchenko,Outdoor,Grass,6,1,4,6,4,6
2398,Donald Young,Denis Istomin,Outdoor,Grass,5,7,6,4,6,4
2399,Mikhail Youzhny,Nicolas Mahut,Outdoor,Grass,6,2,7,5,6,4
2400,Peter Gojowczyk,Lukas Lacko,Outdoor,Grass,7,5,6,2,6,3
2401,Andrey Rublev,Paul-Henri Mathieu,Outdoor,Grass,6,4,1,6,7,6
2402,Lukas Rosol,Darian King,Outdoor,Grass,6,4,3,6,6,3
2403,Illya Marchenko,Marcus Willis,Outdoor,Grass,6,4,6,1,7,6
2404,Sergiy Stakhovsky,Tatsuma Ito,Outdoor,Grass,6,3,6,7,6,7
2405,Ruben Bemelmans,Gerald Melzer,Outdoor,Grass,6,4,7,5,6,3
2406,Stefano Travaglia,Peter Polansky,Outdoor,Grass,6,4,4,6,3,6
2407,Daniel Brands,Alexander Bublik,Outdoor,Grass,6,3,3,6,4,6
2408,Taylor Fritz,Vincent Millot,Outdoor,Grass,6,3,7,5,6,4
2409,Simone Bolelli,Pedro Sousa,Outdoor,Grass,6,2,6,3,6,2
2410,Christian Garin,John-Patrick Smith,Outdoor,Grass,4,6,7,6,6,4
2411,Nicolas Jarry,Dennis Novikov,Outdoor,Grass,4,6,6,3,6,4
2412,Sebastian Ofner,Jay Clarke,Outdoor,Grass,2,6,6,7,6,4
2413,Stefanos Tsitsipas,Joris De Loore,Outdoor,Grass,6,3,3,6,6,3
2414,Alexander Ward,Teymuraz Gabashvili,Outdoor,Grass,6,7,6,4,7,6
2415,Andrew Whittington,Denis Kudla,Outdoor,Grass,4,6,2,6,7,6
2416,Vincent Millot,Tennys Sandgren,Outdoor,Grass,6,2,7,6,0,0
2417,Lukas Lacko,Andrea Arnaboldi,Outdoor,Grass,7,6,6,4,0,0
2418,Andrey Rublev,James McGee,Outdoor,Grass,6,3,4,6,6,2
2419,Alexander Ward,Go Soeda,Outdoor,Grass,6,3,6,1,0,0
2420,Darian King,Bradley Klahn,Outdoor,Grass,3,6,6,1,6,4
2421,Illya Marchenko,Benjamin Becker,Outdoor,Grass,3,6,7,6,6,4
2422,Sergiy Stakhovsky,Roberto Quiroz,Outdoor,Grass,6,3,7,5,0,0
2423,Ruben Bemelmans,Mathias Bourgue,Outdoor,Grass,6,4,3,6,6,3
2424,Peter Polansky,Aleksandr Nedovyesov,Outdoor,Grass,7,5,6,3,0,0
2425,Nicolas Jarry,Konstantin Kravchuk,Outdoor,Grass,7,5,4,6,1,1
2426,Alexander Bublik,Blake Mott,Outdoor,Grass,7,5,6,4,0,0
2427,Paul-Henri Mathieu,Maximo Gonzalez,Outdoor,Grass,6,1,6,4,0,0
2428,Taylor Fritz,Alejandro Gonzalez,Outdoor,Grass,6,1,6,3,0,0
2429,Christian Garin,Bjorn Fratangelo,Outdoor,Grass,6,7,7,5,6,4
2430,Peter Gojowczyk,Nikola Milojevic,Outdoor,Grass,6,3,7,6,0,0
2431,Stefano Travaglia,Quentin Halys,Outdoor,Grass,7,5,6,0,0,0
2432,Gerald Melzer,Ti Chen,Outdoor,Grass,7,5,6,2,0,0
2433,Simone Bolelli,Adrian Menendez-Maceiras,Outdoor,Grass,6,4,6,4,0,0
2434,Dennis Novikov,Stefan Kozlov,Outdoor,Grass,7,5,6,2,0,0
2435,Daniel Brands,Calvin Hemery ,Outdoor,Grass,6,4,6,4,0,0
2436,Jay Clarke,Elias Ymer,Outdoor,Grass,6,4,7,6,0,0
2437,Joris De Loore,Jozef Kovalik,Outdoor,Grass,3,6,7,5,6,3
2438,Teymuraz Gabashvili,Grega Zemlja,Outdoor,Grass,7,5,6,3,0,0
2439,Tatsuma Ito,Alex de Minaur,Outdoor,Grass,6,2,6,4,0,0
2440,Denis Kudla,Riccardo Bellotti,Outdoor,Grass,6,1,6,1,0,0
2441,Sebastian Ofner,Miljan Zekic,Outdoor,Grass,6,4,6,3,0,0
2442,Lukas Rosol,Rajeev Ram,Outdoor,Grass,6,2,1,6,6,2
2443,John-Patrick Smith,Mackenzie McDonald,Outdoor,Grass,6,4,6,7,6,3
2444,Pedro Sousa,Steven Diez,Outdoor,Grass,7,5,2,6,6,2
2445,Stefanos Tsitsipas,Yannick Hanfmann,Outdoor,Grass,7,6,7,6,0,0
2446,Andrew Whittington,Tim Smyczek,Outdoor,Grass,6,7,6,4,6,4
2447,Marcus Willis,Liam Broady,Outdoor,Grass,7,6,6,7,6,2
2448,Pedro Sousa,Alessandro Giannessi,Outdoor,Grass,4,6,6,3,6,4
2449,Stefanos Tsitsipas,Santiago Giraldo,Outdoor,Grass,2,6,6,4,6,3
2450,Tennys Sandgren,Michael Mmoh,Outdoor,Grass,6,3,7,5,0,0
2451,Lukas Lacko,Hiroki Moriya,Outdoor,Grass,6,3,6,3,0,0
2452,Andrey Rublev,Joao Domingues,Outdoor,Grass,6,3,6,3,0,0
2453,Go Soeda,Inigo Cervantes,Outdoor,Grass,3,6,7,5,9,7
2454,Riccardo Bellotti,Blaz Kavcic,Outdoor,Grass,6,1,3,0,(,R
2455,Darian King,Lorenzo Giustino,Outdoor,Grass,6,4,6,0,0,0
2456,Illya Marchenko,Filip Krajinovic,Outdoor,Grass,7,6,7,5,0,0
2457,Calvin Hemery ,Luca Vanni,Outdoor,Grass,2,6,7,6,1,3
2458,Sergiy Stakhovsky,Kenny De Schepper,Outdoor,Grass,6,3,6,4,0,0
2459,Ruben Bemelmans,Tristan Lamasine,Outdoor,Grass,3,6,6,1,6,3
2460,John-Patrick Smith,Laslo Djere,Outdoor,Grass,6,2,6,7,6,2
2461,Miljan Zekic,Maximilian Marterer,Outdoor,Grass,6,3,7,6,0,0
2462,Peter Polansky,Marco Trungelliti,Outdoor,Grass,6,2,7,6,0,0
2463,Konstantin Kravchuk,Matteo Donati,Outdoor,Grass,7,6,6,2,0,0
2464,Rajeev Ram,Reilly Opelka,Outdoor,Grass,7,6,7,6,0,0
2465,Alex de Minaur,Jurgen Melzer,Outdoor,Grass,2,6,6,3,6,3
2466,Alexander Bublik,Daniel Gimeno-Traver,Outdoor,Grass,6,0,6,3,0,0
2467,Paul-Henri Mathieu,Yannik Reuter,Outdoor,Grass,7,6,6,2,0,0
2468,Taylor Fritz,Marco Chiudinelli,Outdoor,Grass,6,3,5,7,6,1
2469,Bjorn Fratangelo,Daniel Masur,Outdoor,Grass,6,2,(,R,0,0
2470,Peter Gojowczyk,Mirza Basic,Outdoor,Grass,6,0,6,3,0,0
2471,Andrew Whittington,Stephane Robert,Outdoor,Grass,3,6,7,5,6,4
2472,Quentin Halys,Ryan James Storrie,Outdoor,Grass,7,5,6,4,0,0
2473,Teymuraz Gabashvili,Jan Satral,Outdoor,Grass,7,5,7,6,0,0
2474,Gerald Melzer,Federico Coria,Outdoor,Grass,6,3,6,0,0,0
2475,Adrian Menendez-Maceiras,Tobias Kamke,Outdoor,Grass,3,6,6,3,6,4
2476,Jozef Kovalik,Roberto Carballes Baena,Outdoor,Grass,7,6,6,4,0,0
2477,Elias Ymer,Duckhee Lee,Outdoor,Grass,6,3,6,2,0,0
2478,Marcus Willis,Andrej Martin,Outdoor,Grass,7,5,7,5,0,0
2479,Stefan Kozlov,Marc Polmans,Outdoor,Grass,6,4,7,5,0,0
2480,Andrea Arnaboldi,Aldin Setkic,Outdoor,Grass,4,6,6,3,6,4
2481,Benjamin Becker,Yasutaka Uchiyama,Outdoor,Grass,3,6,6,3,6,4
2482,Simone Bolelli,Sam Groth,Outdoor,Grass,7,6,2,6,1,1
2483,Mathias Bourgue,Mitchell Krueger,Outdoor,Grass,6,3,6,4,0,0
2484,Daniel Brands,Oscar Otte,Outdoor,Grass,6,4,6,4,0,0
2485,Liam Broady,Frank Dancevic,Outdoor,Grass,6,2,6,3,0,0
2486,Ti Chen,Ricardo Ojeda Lara,Outdoor,Grass,7,6,3,6,6,2
2487,Jay Clarke,Marcelo Arevalo,Outdoor,Grass,6,3,6,4,0,0
2488,Joris De Loore,Attila Balazs,Outdoor,Grass,7,5,7,6,0,0
2489,Steven Diez,Gleb Sakharov,Outdoor,Grass,6,4,6,4,0,0
2490,Christian Garin,Gianluigi Quinzi,Outdoor,Grass,6,4,6,3,0,0
2491,Alejandro Gonzalez,Vaclav Safranek,Outdoor,Grass,6,7,6,2,6,1
2492,Maximo Gonzalez,Petr Michnev,Outdoor,Grass,6,3,6,1,0,0
2493,Yannick Hanfmann,Federico Gaio,Outdoor,Grass,6,4,6,3,0,0
2494,Tatsuma Ito,Matija Pecotic,Outdoor,Grass,6,2,6,2,0,0
2495,Nicolas Jarry,Lloyd Glasspool,Outdoor,Grass,6,3,6,1,0,0
2496,Bradley Klahn,Soonwoo Kwon,Outdoor,Grass,6,3,6,4,0,0
2497,Denis Kudla,Akira Santillan,Outdoor,Grass,5,7,7,5,1,3
2498,Mackenzie McDonald,Daniel Cox,Outdoor,Grass,7,5,6,1,0,0
2499,James McGee,Ruben Ramirez Hidalgo,Outdoor,Grass,6,7,6,3,6,4
2500,Vincent Millot,Stefano Napolitano,Outdoor,Grass,7,5,3,6,6,3
2501,Nikola Milojevic,Enrique Lopez-Perez,Outdoor,Grass,6,3,6,4,0,0
2502,Blake Mott,Jeremy Jahn,Outdoor,Grass,6,4,6,4,0,0
2503,Aleksandr Nedovyesov,Neil Pauffley,Outdoor,Grass,5,0,(,R,0,0
2504,Dennis Novikov,Di Wu,Outdoor,Grass,6,4,7,6,0,0
2505,Sebastian Ofner,Kimmer Coppejans,Outdoor,Grass,7,6,3,6,1,0
2506,Roberto Quiroz,Edward Corrie,Outdoor,Grass,4,6,6,3,6,1
2507,Lukas Rosol,Jason Jung,Outdoor,Grass,7,6,7,6,0,0
2508,Tim Smyczek,Yannick Maden,Outdoor,Grass,7,6,6,2,0,0
2509,Stefano Travaglia,Salvatore Caruso,Outdoor,Grass,6,3,7,5,0,0
2510,Alexander Ward,Egor Gerasimov,Outdoor,Grass,1,6,7,5,6,3
2511,Grega Zemlja,Ilya Ivashka,Outdoor,Grass,7,6,3,6,6,4
2512,David Ferrer,Alexandr Dolgopolov,Outdoor,Clay,6,4,6,4,0,0
2513,David Ferrer,Fernando Verdasco,Outdoor,Clay,6,1,6,7,6,4
2514,Alexandr Dolgopolov,Andrey Kuznetsov,Outdoor,Clay,6,3,6,2,0,0
2515,Fernando Verdasco,Albert Ramos-Vinolas,Outdoor,Clay,6,3,6,2,0,0
2516,Alexandr Dolgopolov,Karen Khachanov,Outdoor,Clay,7,6,3,6,7,6
2517,Andrey Kuznetsov,Diego Schwartzman,Outdoor,Clay,6,3,6,3,0,0
2518,David Ferrer,Henri Laaksonen,Outdoor,Clay,7,5,3,6,7,6
2519,Andrey Kuznetsov,Pablo Carreno Busta,Outdoor,Clay,4,6,7,6,3,0
2520,Albert Ramos-Vinolas,Thiago Monteiro,Outdoor,Clay,3,6,6,4,6,3
2521,Henri Laaksonen,Pablo Cuevas,Outdoor,Clay,6,4,6,3,0,0
2522,Karen Khachanov,Ernests Gulbis,Outdoor,Clay,4,6,7,6,6,3
2523,Fernando Verdasco,Facundo Bagnis,Outdoor,Clay,6,3,6,2,0,0
2524,Diego Schwartzman,Renzo Olivo,Outdoor,Clay,6,4,6,1,0,0
2525,David Ferrer,Dustin Brown,Outdoor,Clay,6,2,6,3,0,0
2526,Alexandr Dolgopolov,Horacio Zeballos,Outdoor,Clay,6,4,6,4,0,0
2527,Fernando Verdasco,Elias Ymer,Outdoor,Clay,4,6,6,3,6,4
2528,Diego Schwartzman,Maximilian Marterer,Outdoor,Clay,6,1,6,3,0,0
2529,David Ferrer,Federico Delbonis,Outdoor,Clay,6,3,6,4,0,0
2530,Horacio Zeballos,Nikoloz Basilashvili,Outdoor,Clay,6,3,6,3,0,0
2531,Facundo Bagnis,Tommy Haas,Outdoor,Clay,6,7,6,3,6,2
2532,Dustin Brown,Thomaz Bellucci,Outdoor,Clay,6,4,6,3,0,0
2533,Alexandr Dolgopolov,Leonardo Mayer,Outdoor,Clay,6,3,6,2,0,0
2534,Ernests Gulbis,Arthur De Greef,Outdoor,Clay,4,6,6,3,6,2
2535,Andrey Kuznetsov,Jan-Lennard Struff,Outdoor,Clay,6,3,6,4,0,0
2536,Henri Laaksonen,Mikael Ymer,Outdoor,Clay,7,6,7,5,0,0
2537,Thiago Monteiro,Dusan Lajovic,Outdoor,Clay,6,3,(,R,0,0
2538,Renzo Olivo,Paul-Henri Mathieu,Outdoor,Clay,6,2,6,4,0,0
2539,Federico Delbonis,Stephane Robert,Outdoor,Clay,6,2,6,3,0,0
2540,Arthur De Greef,Tommy Robredo,Outdoor,Clay,6,4,6,2,0,0
2541,Maximilian Marterer,Calvin Hemery ,Outdoor,Clay,6,2,6,2,0,0
2542,Leonardo Mayer,Paul-Henri Mathieu,Outdoor,Clay,2,6,6,3,6,2
2543,Federico Delbonis,Markus Eriksson,Outdoor,Clay,6,4,6,4,0,0
2544,Arthur De Greef,Fred Simonsson,Outdoor,Clay,4,6,6,4,6,4
2545,Maximilian Marterer,Andre Goransson,Outdoor,Clay,6,2,6,1,0,0
2546,Paul-Henri Mathieu,Isak Arvidsson,Outdoor,Clay,6,2,6,2,0,0
2547,Stephane Robert,Constant Lestienne,Outdoor,Clay,6,3,5,1,(,R
2548,Tommy Robredo,Mathias Bourgue,Outdoor,Clay,5,1,(,R,0,0
2549,Leonardo Mayer,Tristan Lamasine,Outdoor,Clay,7,6,6,7,6,2
2550,Calvin Hemery ,Kimmer Coppejans,Outdoor,Clay,6,3,6,4,0,0
2551,John Isner,Matthew Ebden,Outdoor,Grass,6,3,7,6,0,0
2552,John Isner,Bjorn Fratangelo,Outdoor,Grass,6,2,6,4,0,0
2553,Matthew Ebden,Peter Gojowczyk,Outdoor,Grass,6,3,6,3,0,0
2554,John Isner,Dennis Novikov,Outdoor,Grass,6,4,6,4,0,0
2555,Peter Gojowczyk,Ivo Karlovic,Outdoor,Grass,7,6,6,7,7,6
2556,Bjorn Fratangelo,Pierre-Hugues Herbert,Outdoor,Grass,6,2,5,7,6,4
2557,Matthew Ebden,Tobias Kamke,Outdoor,Grass,4,6,7,6,6,4
2558,John Isner,Sam Groth,Outdoor,Grass,6,2,6,4,0,0
2559,Ivo Karlovic,Denis Kudla,Outdoor,Grass,6,4,6,4,0,0
2560,Tobias Kamke,Adrian Mannarino,Outdoor,Grass,7,6,7,5,0,0
2561,Pierre-Hugues Herbert,Adrian Menendez-Maceiras,Outdoor,Grass,7,5,2,6,6,3
2562,Matthew Ebden,Lukas Lacko,Outdoor,Grass,6,1,7,6,0,0
2563,Bjorn Fratangelo,Akira Santillan,Outdoor,Grass,7,6,3,6,6,1
2564,Peter Gojowczyk,Konstantin Kravchuk,Outdoor,Grass,2,6,6,4,6,4
2565,Dennis Novikov,Frank Dancevic,Outdoor,Grass,6,3,6,2,0,0
2566,Konstantin Kravchuk,Victor Estrella Burgos,Outdoor,Grass,6,4,6,4,0,0
2567,Lukas Lacko,Reilly Opelka,Outdoor,Grass,7,6,6,4,0,0
2568,Frank Dancevic,Tennys Sandgren,Outdoor,Grass,6,7,6,3,6,2
2569,Bjorn Fratangelo,Illya Marchenko,Outdoor,Grass,7,6,1,6,6,4
2570,Matthew Ebden,Rajeev Ram,Outdoor,Grass,6,1,6,4,0,0
2571,Peter Gojowczyk,Thai-Son Kwiatkowski,Outdoor,Grass,6,3,6,3,0,0
2572,Sam Groth,Austin Krajicek,Outdoor,Grass,6,7,7,6,6,3
2573,Tobias Kamke,Taylor Fritz,Outdoor,Grass,6,3,6,3,0,0
2574,Denis Kudla,Mitchell Krueger,Outdoor,Grass,6,4,5,7,6,0
2575,Adrian Menendez-Maceiras,Stefan Kozlov,Outdoor,Grass,6,2,7,6,0,0
2576,Dennis Novikov,Marco Chiudinelli,Outdoor,Grass,6,1,6,3,0,0
2577,Akira Santillan,Michael Mmoh,Outdoor,Grass,6,1,6,2,0,0
2578,Matthew Ebden,Ramkumar Ramanathan,Outdoor,Grass,4,6,6,1,7,5
2579,Sam Groth,William Blumberg,Outdoor,Grass,6,2,6,4,0,0
2580,Frank Dancevic,Andrew Whittington,Outdoor,Grass,3,6,6,3,7,6
2581,Austin Krajicek,John-Patrick Smith,Outdoor,Grass,6,4,6,4,0,0
2582,Ramkumar Ramanathan,Christopher Eubanks,Outdoor,Grass,6,4,3,6,6,1
2583,Sam Groth,Alessandro Bega,Outdoor,Grass,6,2,6,3,0,0
2584,Austin Krajicek,Tim Smyczek,Outdoor,Grass,7,6,6,3,0,0
2585,Andrew Whittington,Evan King,Outdoor,Grass,7,5,6,0,0,0
2586,William Blumberg,James McGee,Outdoor,Grass,7,6,6,4,0,0
2587,John-Patrick Smith,Alex Bolt,Outdoor,Grass,6,4,6,3,0,0
2588,Matthew Ebden,Brydan Klein,Outdoor,Grass,3,6,6,0,6,4
2589,Frank Dancevic,Marcelo Arevalo,Outdoor,Grass,3,6,6,1,6,4
2590,Andrey Rublev,Paolo Lorenzi,Outdoor,Clay,6,4,6,2,0,0
2591,Paolo Lorenzi,Alessandro Giannessi,Outdoor,Clay,6,2,4,6,6,3
2592,Andrey Rublev,Ivan Dodig,Outdoor,Clay,7,6,6,1,0,0
2593,Ivan Dodig,David Goffin,Outdoor,Clay,7,5,6,3,0,0
2594,Andrey Rublev,Fabio Fognini,Outdoor,Clay,6,7,6,2,7,6
2595,Paolo Lorenzi,Jiri Vesely,Outdoor,Clay,1,6,7,5,6,3
2596,Alessandro Giannessi,Rogerio Dutra Silva,Outdoor,Clay,6,7,6,2,7,5
2597,David Goffin,Attila Balazs,Outdoor,Clay,6,4,6,7,6,2
2598,Rogerio Dutra Silva,Gael Monfils,Outdoor,Clay,7,6,4,6,6,3
2599,Fabio Fognini,Nicolas Kicker,Outdoor,Clay,6,4,1,6,6,2
2600,Paolo Lorenzi,Aljaz Bedene,Outdoor,Clay,7,5,6,3,0,0
2601,Jiri Vesely,Radu Albot,Outdoor,Clay,7,6,6,2,0,0
2602,Ivan Dodig,Marco Cecchinato,Outdoor,Clay,3,6,7,6,6,2
2603,Alessandro Giannessi,Kenny De Schepper,Outdoor,Clay,6,2,3,6,6,3
2604,Andrey Rublev,Andrej Martin,Outdoor,Clay,7,6,7,5,0,0
2605,Marco Cecchinato,Gilles Simon,Outdoor,Clay,6,1,3,6,6,1
2606,Kenny De Schepper,Benoit Paire,Outdoor,Clay,6,2,4,6,6,3
2607,Jiri Vesely,Norbert Gombos,Outdoor,Clay,6,4,6,0,0,0
2608,Radu Albot,Miljan Zekic,Outdoor,Clay,6,4,6,0,0,0
2609,Attila Balazs,Damir Dzumhur,Outdoor,Clay,6,3,0,6,7,5
2610,Aljaz Bedene,Joao Sousa,Outdoor,Clay,6,3,4,6,6,4
2611,Ivan Dodig,Marius Copil,Outdoor,Clay,6,4,7,6,0,0
2612,Rogerio Dutra Silva,Marco Trungelliti,Outdoor,Clay,6,1,6,2,0,0
2613,Alessandro Giannessi,Marc Polmans,Outdoor,Clay,6,7,6,3,6,4
2614,Nicolas Kicker,Mikhail Youzhny,Outdoor,Clay,6,3,7,5,0,0
2615,Andrej Martin,Denis Istomin,Outdoor,Clay,6,3,6,2,0,0
2616,Andrey Rublev,Carlos Berlocq,Outdoor,Clay,6,2,6,4,0,0
2617,Attila Balazs,Andrey Rublev,Outdoor,Clay,6,3,7,5,0,0
2618,Kenny De Schepper,Franko Skugor,Outdoor,Clay,1,6,7,6,7,6
2619,Marco Trungelliti,Matteo Donati,Outdoor,Clay,6,2,6,4,0,0
2620,Miljan Zekic,Stefano Napolitano,Outdoor,Clay,6,3,7,5,0,0
2621,Andrey Rublev,Jordi Samper-Montana,Outdoor,Clay,6,2,6,4,0,0
2622,Kenny De Schepper,Matteo Viola,Outdoor,Clay,6,2,7,5,0,0
2623,Marco Trungelliti,Rocco Savin,Outdoor,Clay,6,1,6,1,0,0
